natural_language,sql,mongodb,operation
"Insert a new product with product_id as 8823, product_name as Cheryl Holland, category as Office Supplies","INSERT INTO products (product_id, product_name, category, price, stock_quantity, supplier) VALUES (8823, 'Cheryl Holland', 'Office Supplies', 72467.77, 4172, 'Duran-Bailey');","db.products.insertOne({
  ""product_id"": 8823,
  ""product_name"": ""Cheryl Holland"",
  ""category"": ""Office Supplies"",
  ""price"": 72467.77,
  ""stock_quantity"": 4172,
  ""supplier"": ""Duran-Bailey""
})",CREATE
Delete all departments,DELETE FROM departments;,db.departments.deleteMany({}),DELETE
"Insert a new project with project_id as 4414, project_name as Sarah Elliott, start_date as 2025-04-08","INSERT INTO projects (project_id, project_name, start_date, end_date, budget, status) VALUES (4414, 'Sarah Elliott', '2025-04-08', '2024-09-29', 26866.74, 'Cancelled');","db.projects.insertOne({
  ""project_id"": 4414,
  ""project_name"": ""Sarah Elliott"",
  ""start_date"": ""2025-04-08"",
  ""end_date"": ""2024-09-29"",
  ""budget"": 26866.74,
  ""status"": ""Cancelled""
})",CREATE
"Insert a new employee with employee_id as 1699, name as Joann King, email as afox@example.org","INSERT INTO employees (employee_id, name, email, department, salary, hire_date, age) VALUES (1699, 'Joann King', 'afox@example.org', 'Operations', 37041.15, '2025-02-12', 4179);","db.employees.insertOne({
  ""employee_id"": 1699,
  ""name"": ""Joann King"",
  ""email"": ""afox@example.org"",
  ""department"": ""Operations"",
  ""salary"": 37041.15,
  ""hire_date"": ""2025-02-12"",
  ""age"": 4179
})",CREATE
Change project_id to 5068 for all projects,UPDATE projects SET project_id = '5068';,"db.projects.updateMany({}, {$set: {project_id: '5068'}})",UPDATE
Change end_date to 2022-11-08 for all projects,UPDATE projects SET end_date = '2022-11-08';,"db.projects.updateMany({}, {$set: {end_date: '2022-11-08'}})",UPDATE
Increase salary by 677 in employees where email equals umcdaniel@example.com,UPDATE employees SET salary = salary + 677 WHERE email = 'umcdaniel@example.com';,"db.employees.updateMany({email: 'umcdaniel@example.com'}, {$inc: {salary: 677}})",UPDATE
Count all projects,SELECT COUNT(*) FROM projects;,db.projects.countDocuments({}),READ
Find projects where end_date contains role,SELECT * FROM projects WHERE end_date LIKE '%role%';,"db.projects.find({end_date: {$regex: 'role', $options: 'i'}})",READ
Show products with supplier greater than 22093,SELECT * FROM products WHERE supplier > 22093;,db.products.find({supplier: {$gt: 22093}}),READ
"Insert a new department with department_id as 7872, department_name as Nicholas Cox, manager_id as 432","INSERT INTO departments (department_id, department_name, manager_id, budget, location) VALUES (7872, 'Nicholas Cox', 432, 38753.36, 'Brownbury');","db.departments.insertOne({
  ""department_id"": 7872,
  ""department_name"": ""Nicholas Cox"",
  ""manager_id"": 432,
  ""budget"": 38753.36,
  ""location"": ""Brownbury""
})",CREATE
"Insert a new order with order_id as 6817, customer_name as Bobby Prince, product_name as Dr. Grace Harrison","INSERT INTO orders (order_id, customer_name, product_name, quantity, order_date, total_amount) VALUES (6817, 'Bobby Prince', 'Dr. Grace Harrison', 6146, '2021-04-18', 32074.35);","db.orders.insertOne({
  ""order_id"": 6817,
  ""customer_name"": ""Bobby Prince"",
  ""product_name"": ""Dr. Grace Harrison"",
  ""quantity"": 6146,
  ""order_date"": ""2021-04-18"",
  ""total_amount"": 32074.35
})",CREATE
"Insert a new department with department_id as 7143, department_name as Laura Morris, manager_id as 6521","INSERT INTO departments (department_id, department_name, manager_id, budget, location) VALUES (7143, 'Laura Morris', 6521, 96641.05, 'New Rebecca');","db.departments.insertOne({
  ""department_id"": 7143,
  ""department_name"": ""Laura Morris"",
  ""manager_id"": 6521,
  ""budget"": 96641.05,
  ""location"": ""New Rebecca""
})",CREATE
Change budget to 36167.48 for all projects,UPDATE projects SET budget = '36167.48';,"db.projects.updateMany({}, {$set: {budget: '36167.48'}})",UPDATE
Update departments set department_name to Kaitlyn Mcknight where manager_id is 8838,UPDATE departments SET department_name = 'Kaitlyn Mcknight' WHERE manager_id = '8838';,"db.departments.updateMany({manager_id: '8838'}, {$set: {department_name: 'Kaitlyn Mcknight'}})",UPDATE
Get top 38 employees ordered by salary,SELECT * FROM employees ORDER BY salary DESC LIMIT 38;,db.employees.find({}).sort({salary: -1}).limit(38),READ
Count all orders,SELECT COUNT(*) FROM orders;,db.orders.countDocuments({}),READ
Change quantity to 4710 for all orders,UPDATE orders SET quantity = '4710';,"db.orders.updateMany({}, {$set: {quantity: '4710'}})",UPDATE
Remove orders where order_id is 2419,DELETE FROM orders WHERE order_id = '2419';,db.orders.deleteMany({order_id: '2419'}),DELETE
Get all hire_date from employees,SELECT hire_date FROM employees;,"db.employees.find({}, {hire_date: 1})",READ
"Insert a new order with order_id as 287, customer_name as Gregory Grant, product_name as Brian Jensen","INSERT INTO orders (order_id, customer_name, product_name, quantity, order_date, total_amount) VALUES (287, 'Gregory Grant', 'Brian Jensen', 2664, '2025-01-14', 65274.11);","db.orders.insertOne({
  ""order_id"": 287,
  ""customer_name"": ""Gregory Grant"",
  ""product_name"": ""Brian Jensen"",
  ""quantity"": 2664,
  ""order_date"": ""2025-01-14"",
  ""total_amount"": 65274.11
})",CREATE
Change name to Mike Dean for all employees,UPDATE employees SET name = 'Mike Dean';,"db.employees.updateMany({}, {$set: {name: 'Mike Dean'}})",UPDATE
"Insert a new employee with employee_id as 3705, name as Allen Thompson, email as kylereeves@example.net","INSERT INTO employees (employee_id, name, email, department, salary, hire_date, age) VALUES (3705, 'Allen Thompson', 'kylereeves@example.net', 'Finance', 67539.24, '2025-03-30', 6660);","db.employees.insertOne({
  ""employee_id"": 3705,
  ""name"": ""Allen Thompson"",
  ""email"": ""kylereeves@example.net"",
  ""department"": ""Finance"",
  ""salary"": 67539.24,
  ""hire_date"": ""2025-03-30"",
  ""age"": 6660
})",CREATE
Increase age by 4937 in employees where name equals Alexander Tapia,UPDATE employees SET age = age + 4937 WHERE name = 'Alexander Tapia';,"db.employees.updateMany({name: 'Alexander Tapia'}, {$inc: {age: 4937}})",UPDATE
"Insert a new employee with employee_id as 8386, name as Cynthia Haynes, email as linda35@example.com","INSERT INTO employees (employee_id, name, email, department, salary, hire_date, age) VALUES (8386, 'Cynthia Haynes', 'linda35@example.com', 'HR', 93368.04, '2023-07-13', 5188);","db.employees.insertOne({
  ""employee_id"": 8386,
  ""name"": ""Cynthia Haynes"",
  ""email"": ""linda35@example.com"",
  ""department"": ""HR"",
  ""salary"": 93368.04,
  ""hire_date"": ""2023-07-13"",
  ""age"": 5188
})",CREATE
"Insert a new order with order_id as 6434, customer_name as Hannah Dunn, product_name as James Manning","INSERT INTO orders (order_id, customer_name, product_name, quantity, order_date, total_amount) VALUES (6434, 'Hannah Dunn', 'James Manning', 8247, '2024-04-23', 9882.45);","db.orders.insertOne({
  ""order_id"": 6434,
  ""customer_name"": ""Hannah Dunn"",
  ""product_name"": ""James Manning"",
  ""quantity"": 8247,
  ""order_date"": ""2024-04-23"",
  ""total_amount"": 9882.45
})",CREATE
Update products set stock_quantity to 7727 where category is Furniture,UPDATE products SET stock_quantity = '7727' WHERE category = 'Furniture';,"db.products.updateMany({category: 'Furniture'}, {$set: {stock_quantity: '7727'}})",UPDATE
"Insert a new product with product_id as 3775, product_name as Cheyenne Olson, category as Electronics","INSERT INTO products (product_id, product_name, category, price, stock_quantity, supplier) VALUES (3775, 'Cheyenne Olson', 'Electronics', 22344.15, 890, 'Baxter-Aguilar');","db.products.insertOne({
  ""product_id"": 3775,
  ""product_name"": ""Cheyenne Olson"",
  ""category"": ""Electronics"",
  ""price"": 22344.15,
  ""stock_quantity"": 890,
  ""supplier"": ""Baxter-Aguilar""
})",CREATE
"Insert a new product with product_id as 5554, product_name as David Douglas, category as Office Supplies","INSERT INTO products (product_id, product_name, category, price, stock_quantity, supplier) VALUES (5554, 'David Douglas', 'Office Supplies', 17640.7, 1786, 'Johnson-Arias');","db.products.insertOne({
  ""product_id"": 5554,
  ""product_name"": ""David Douglas"",
  ""category"": ""Office Supplies"",
  ""price"": 17640.7,
  ""stock_quantity"": 1786,
  ""supplier"": ""Johnson-Arias""
})",CREATE
Update projects set budget to 13234.78 where status is Pending,UPDATE projects SET budget = '13234.78' WHERE status = 'Pending';,"db.projects.updateMany({status: 'Pending'}, {$set: {budget: '13234.78'}})",UPDATE
Update products set product_name to Timothy Hansen where category is Office Supplies,UPDATE products SET product_name = 'Timothy Hansen' WHERE category = 'Office Supplies';,"db.products.updateMany({category: 'Office Supplies'}, {$set: {product_name: 'Timothy Hansen'}})",UPDATE
"Insert a new employee with employee_id as 4631, name as Seth Sheppard, email as meghan06@example.net","INSERT INTO employees (employee_id, name, email, department, salary, hire_date, age) VALUES (4631, 'Seth Sheppard', 'meghan06@example.net', 'Marketing', 61752.29, '2023-08-27', 450);","db.employees.insertOne({
  ""employee_id"": 4631,
  ""name"": ""Seth Sheppard"",
  ""email"": ""meghan06@example.net"",
  ""department"": ""Marketing"",
  ""salary"": 61752.29,
  ""hire_date"": ""2023-08-27"",
  ""age"": 450
})",CREATE
Get all department_name from departments,SELECT department_name FROM departments;,"db.departments.find({}, {department_name: 1})",READ
"Insert a new department with department_id as 8862, department_name as Kevin Sanders, manager_id as 8617","INSERT INTO departments (department_id, department_name, manager_id, budget, location) VALUES (8862, 'Kevin Sanders', 8617, 68911.72, 'Davismouth');","db.departments.insertOne({
  ""department_id"": 8862,
  ""department_name"": ""Kevin Sanders"",
  ""manager_id"": 8617,
  ""budget"": 68911.72,
  ""location"": ""Davismouth""
})",CREATE
"Insert a new employee with employee_id as 3432, name as Stephen Mcpherson, email as leeparker@example.org","INSERT INTO employees (employee_id, name, email, department, salary, hire_date, age) VALUES (3432, 'Stephen Mcpherson', 'leeparker@example.org', 'Finance', 58709.38, '2025-03-04', 732);","db.employees.insertOne({
  ""employee_id"": 3432,
  ""name"": ""Stephen Mcpherson"",
  ""email"": ""leeparker@example.org"",
  ""department"": ""Finance"",
  ""salary"": 58709.38,
  ""hire_date"": ""2025-03-04"",
  ""age"": 732
})",CREATE
"Insert a new product with product_id as 9584, product_name as Candace Gibbs, category as Electronics","INSERT INTO products (product_id, product_name, category, price, stock_quantity, supplier) VALUES (9584, 'Candace Gibbs', 'Electronics', 54914.96, 4208, 'Marshall Group');","db.products.insertOne({
  ""product_id"": 9584,
  ""product_name"": ""Candace Gibbs"",
  ""category"": ""Electronics"",
  ""price"": 54914.96,
  ""stock_quantity"": 4208,
  ""supplier"": ""Marshall Group""
})",CREATE
"Insert a new project with project_id as 6338, project_name as Elizabeth Carrillo, start_date as 2025-01-10","INSERT INTO projects (project_id, project_name, start_date, end_date, budget, status) VALUES (6338, 'Elizabeth Carrillo', '2025-01-10', '2023-08-07', 23076.53, 'Pending');","db.projects.insertOne({
  ""project_id"": 6338,
  ""project_name"": ""Elizabeth Carrillo"",
  ""start_date"": ""2025-01-10"",
  ""end_date"": ""2023-08-07"",
  ""budget"": 23076.53,
  ""status"": ""Pending""
})",CREATE
Remove departments where department_name is Connie Gomez,DELETE FROM departments WHERE department_name = 'Connie Gomez';,db.departments.deleteMany({department_name: 'Connie Gomez'}),DELETE
Find products where product_name is Lauren Davis,SELECT * FROM products WHERE product_name = 'Lauren Davis';,db.products.find({product_name: 'Lauren Davis'}),READ
Remove orders where order_date is 2022-12-15,DELETE FROM orders WHERE order_date = '2022-12-15';,db.orders.deleteMany({order_date: '2022-12-15'}),DELETE
Find products where category contains eye,SELECT * FROM products WHERE category LIKE '%eye%';,"db.products.find({category: {$regex: 'eye', $options: 'i'}})",READ
Count all departments,SELECT COUNT(*) FROM departments;,db.departments.countDocuments({}),READ
Delete employees with age less than 43465,DELETE FROM employees WHERE age < 43465;,db.employees.deleteMany({age: {$lt: 43465}}),DELETE
"Insert a new product with product_id as 4745, product_name as Hunter Goodman, category as Electronics","INSERT INTO products (product_id, product_name, category, price, stock_quantity, supplier) VALUES (4745, 'Hunter Goodman', 'Electronics', 29459.46, 8709, 'Harvey-Manning');","db.products.insertOne({
  ""product_id"": 4745,
  ""product_name"": ""Hunter Goodman"",
  ""category"": ""Electronics"",
  ""price"": 29459.46,
  ""stock_quantity"": 8709,
  ""supplier"": ""Harvey-Manning""
})",CREATE
Get top 14 employees ordered by department,SELECT * FROM employees ORDER BY department DESC LIMIT 14;,db.employees.find({}).sort({department: -1}).limit(14),READ
Get all start_date from projects,SELECT start_date FROM projects;,"db.projects.find({}, {start_date: 1})",READ
Show average quantity from orders,SELECT AVG(quantity) FROM orders;,"db.orders.aggregate([{$group: {_id: null, avg: {$avg: '$quantity'}}}])",READ
Update orders set quantity to 4802 where order_date is 2022-06-03,UPDATE orders SET quantity = '4802' WHERE order_date = '2022-06-03';,"db.orders.updateMany({order_date: '2022-06-03'}, {$set: {quantity: '4802'}})",UPDATE
Count all departments,SELECT COUNT(*) FROM departments;,db.departments.countDocuments({}),READ
"Insert a new department with department_id as 8668, department_name as Jose Terrell, manager_id as 607","INSERT INTO departments (department_id, department_name, manager_id, budget, location) VALUES (8668, 'Jose Terrell', 607, 14535.26, 'Brownview');","db.departments.insertOne({
  ""department_id"": 8668,
  ""department_name"": ""Jose Terrell"",
  ""manager_id"": 607,
  ""budget"": 14535.26,
  ""location"": ""Brownview""
})",CREATE
"Insert a new department with department_id as 4528, department_name as Ryan Thompson, manager_id as 4774","INSERT INTO departments (department_id, department_name, manager_id, budget, location) VALUES (4528, 'Ryan Thompson', 4774, 2096.09, 'New Crystal');","db.departments.insertOne({
  ""department_id"": 4528,
  ""department_name"": ""Ryan Thompson"",
  ""manager_id"": 4774,
  ""budget"": 2096.09,
  ""location"": ""New Crystal""
})",CREATE
Show all projects,SELECT * FROM projects;,db.projects.find({}),READ
"Insert a new employee with employee_id as 3475, name as Eric Day, email as greenmichelle@example.net","INSERT INTO employees (employee_id, name, email, department, salary, hire_date, age) VALUES (3475, 'Eric Day', 'greenmichelle@example.net', 'Operations', 63240.46, '2022-01-11', 7138);","db.employees.insertOne({
  ""employee_id"": 3475,
  ""name"": ""Eric Day"",
  ""email"": ""greenmichelle@example.net"",
  ""department"": ""Operations"",
  ""salary"": 63240.46,
  ""hire_date"": ""2022-01-11"",
  ""age"": 7138
})",CREATE
